CustomerID,Age,Gender,Tenure_Months,Contract_Type,Monthly_Charges,Total_Charges,Num_Products,Support_Tickets,Satisfaction_Score,Payment_Method,Internet_Service,Region,Churn
CUST-1332,33.0,female,31.0,Two Year,119.78,3659.8,1.0,12.0,1.0,Credit Card,No,South,Yes
CUST-1032,66.0,Male,35.0,One Year,49.99,1777.95,1.0,14.0,1.0,Mailed Check,No,East,Yes
CUST-1846,67.0,male,58.0,month-to-month,60.36,3515.3,3.0,14.0,5.0,Credit Card,,South,No
CUST-1522,34.0,female,70.0,Month-to-Month,22.36,1567.79,2.0,9.0,1.0,Electronic Check,DSL,South,No
CUST-1464,41.0,Female,11.0,month-to-month,108.02,1192.26,,13.0,3.0,Mailed Check,Fiber Optic,South,No
CUST-1483,49.0,Male,46.0,Two Year,46.76,2166.82,4.0,13.0,3.0,Mailed Check,Fiber Optic,West,No
CUST-1432,59.0,female,71.0,Month-to-Month,58.76,4059.15,5.0,5.0,1.0,Electronic Check,Fiber Optic,North,No
CUST-1506,23.0,Male,60.0,month-to-month,21.69,1307.98,2.0,8.0,1.0,Mailed Check,,West,No
CUST-1371,25.0,Female,50.0,month-to-month,100.35,4986.55,2.0,7.0,1.0,Credit Card,fiber optic,East,No
CUST-1271,22.0,male,35.0,One Year,67.55,2420.02,1.0,59.0,3.0,Mailed Check,No,,No
CUST-1416,41.0,Female,35.0,One Year,94.09,3253.04,1.0,9.0,2.0,Bank Transfer,DSL,West,Yes
CUST-2484,,M,15.0,One Year,32.55,542.34,2.0,8.0,3.0,Electronic Check,fiber optic,North,No
CUST-1231,58.0,Female,37.0,month-to-month,51.4,1863.05,4.0,4.0,5.0,Bank Transfer,DSL,West,No
CUST-1614,68.0,Male,20.0,One Year,84.06,1622.19,5.0,6.0,1.0,Bank Transfer,DSL,South,No
CUST-2334,27.0,male,70.0,Two Year,99.83,6991.69,2.0,1.0,1.0,Credit Card,DSL,East,No
CUST-1974,68.0,Male,62.0,Two Year,46.02,2888.16,1.0,3.0,3.0,Electronic Check,,,No
CUST-1163,32.0,female,26.0,Month-to-Month,21.17,608.65,4.0,8.0,,Credit Card,fiber optic,,Yes
CUST-1621,,Male,35.0,month-to-month,,700.3,3.0,12.0,,,fiber optic,South,Yes
CUST-1462,67.0,M,41.0,Two Year,85.74,3473.32,5.0,13.0,2.0,Mailed Check,Fiber Optic,South,Yes
CUST-1745,26.0,Male,30.0,Month-to-Month,49.66,1528.57,2.0,8.0,1.0,Electronic Check,Fiber Optic,East,Yes
CUST-2235,28.0,M,70.0,Month-to-Month,95.67,6752.15,4.0,10.0,2.0,Bank Transfer,Fiber Optic,North,No
CUST-1192,74.0,F,55.0,Month-to-Month,88.84,4961.01,3.0,2.0,,Mailed Check,fiber optic,East,No
CUST-1527,43.0,male,59.0,One Year,59.8,3624.97,1.0,11.0,2.0,Mailed Check,,,No
CUST-1063,24.0,Male,38.0,month-to-month,,3743.79,3.0,9.0,1.0,Mailed Check,fiber optic,East,No
CUST-2148,39.0,male,25.0,month-to-month,91.64,2265.94,3.0,13.0,5.0,Credit Card,Fiber Optic,,No
CUST-1918,27.0,male,15.0,Month-to-Month,107.75,,5.0,0.0,2.0,Electronic Check,,North,No
CUST-2246,67.0,male,19.0,month-to-month,119.56,2178.54,1.0,12.0,4.0,Bank Transfer,,East,No
CUST-1650,28.0,Male,47.0,One Year,,2166.51,2.0,12.0,4.0,,DSL,South,Yes
CUST-1921,38.0,male,66.0,Two Year,44.84,3018.53,1.0,5.0,2.0,Bank Transfer,No,East,No
CUST-1818,66.0,F,60.0,Two Year,53.4,3133.54,3.0,11.0,,Credit Card,No,East,No
CUST-1289,20.0,F,40.0,Month-to-Month,68.34,,2.0,3.0,1.0,Credit Card,DSL,,No
CUST-1602,19.0,Male,57.0,One Year,39.01,2231.43,5.0,2.0,2.0,Electronic Check,fiber optic,South,No
CUST-1218,44.0,F,10.0,Two Year,116.4,1151.91,1.0,11.0,1.0,Bank Transfer,No,East,No
CUST-2112,42.0,female,21.0,Two Year,66.42,1479.05,1.0,6.0,5.0,Credit Card,,West,No
CUST-2260,25.0,male,39.0,Two Year,89.09,3408.05,4.0,0.0,3.0,Credit Card,,South,No
CUST-2048,31.0,male,32.0,One Year,37.17,1206.1,4.0,2.0,1.0,Electronic Check,DSL,,No
CUST-2348,25.0,female,10.0,Month-to-Month,,260.52,4.0,0.0,2.0,Bank Transfer,fiber optic,,No
CUST-2050,62.0,Male,65.0,One Year,61.2,3893.53,4.0,4.0,5.0,,DSL,West,No
CUST-2286,55.0,male,44.0,month-to-month,,4899.93,2.0,9.0,1.0,Mailed Check,,East,Yes
CUST-1344,53.0,M,66.0,One Year,96.61,6408.89,2.0,5.0,2.0,,Fiber Optic,North,No
CUST-1439,67.0,M,3.0,Month-to-Month,116.6,325.08,5.0,12.0,2.0,Mailed Check,No,North,No
CUST-1668,66.0,female,48.0,Two Year,78.01,3670.02,4.0,5.0,5.0,,Fiber Optic,West,No
CUST-1907,22.0,F,42.0,Two Year,45.87,1898.26,4.0,1.0,1.0,,No,East,No
CUST-1582,40.0,Male,5.0,Two Year,40.92,229.74,5.0,4.0,5.0,Mailed Check,No,East,No
CUST-1793,42.0,female,47.0,Two Year,37.93,1829.84,1.0,6.0,2.0,Electronic Check,No,West,No
CUST-1886,64.0,female,14.0,month-to-month,78.76,1127.05,4.0,10.0,2.0,Credit Card,,South,No
CUST-1865,52.0,Female,55.0,Two Year,79.9,4341.57,4.0,3.0,2.0,Electronic Check,,,No
CUST-1560,74.0,M,40.0,Month-to-Month,109.01,4376.36,2.0,10.0,1.0,Bank Transfer,fiber optic,,Yes
CUST-1931,66.0,M,36.0,Month-to-Month,115.15,4172.08,1.0,13.0,1.0,,fiber optic,East,No
CUST-1674,54.0,male,63.0,One Year,114.65,7217.58,4.0,2.0,3.0,,Fiber Optic,East,No
CUST-1486,68.0,F,49.0,month-to-month,57.91,2892.35,5.0,8.0,5.0,Bank Transfer,No,West,No
CUST-1422,52.0,F,15.0,Month-to-Month,573.3924489487713,668.68,4.0,6.0,5.0,Bank Transfer,No,,No
CUST-2110,43.0,female,51.0,Two Year,26.87,1367.31,3.0,1.0,2.0,Mailed Check,DSL,North,No
CUST-2033,22.0,female,48.0,Two Year,,3444.95,,3.0,5.0,Mailed Check,fiber optic,South,No
CUST-1277,65.0,Male,13.0,month-to-month,73.34,1041.75,4.0,11.0,2.0,,fiber optic,North,No
CUST-2212,53.0,Female,22.0,Two Year,,465.31,2.0,12.0,2.0,Bank Transfer,No,East,No
CUST-2203,,Female,34.0,Two Year,26.73,854.1,1.0,9.0,5.0,Mailed Check,,,No
CUST-1787,18.0,Female,,Month-to-Month,74.64,2897.75,5.0,3.0,4.0,Mailed Check,DSL,North,No
CUST-1236,29.0,female,15.0,Month-to-Month,48.84,766.26,4.0,14.0,4.0,Mailed Check,fiber optic,East,Yes
CUST-2359,68.0,Female,15.0,Month-to-Month,47.36,681.08,3.0,1.0,3.0,Credit Card,DSL,,No
CUST-2304,23.0,F,26.0,Month-to-Month,100.26,2661.36,1.0,1.0,3.0,Electronic Check,,,No
CUST-1014,53.0,F,3.0,month-to-month,100.49,296.04,5.0,14.0,,Mailed Check,Fiber Optic,East,No
CUST-1798,23.0,Male,48.0,month-to-month,106.53,5124.18,2.0,8.0,2.0,Bank Transfer,fiber optic,East,No
CUST-2080,41.0,Female,67.0,Two Year,68.51,4617.71,3.0,12.0,4.0,Bank Transfer,fiber optic,West,No
CUST-1208,74.0,female,18.0,Month-to-Month,80.58,1416.61,2.0,8.0,2.0,Credit Card,fiber optic,South,No
CUST-1405,34.0,male,6.0,Two Year,94.86,683.08,2.0,14.0,3.0,Credit Card,No,North,Yes
CUST-1438,41.0,M,60.0,Month-to-Month,86.64,5189.33,5.0,8.0,4.0,Electronic Check,DSL,East,No
CUST-2298,70.0,M,20.0,One Year,41.12,864.75,4.0,11.0,5.0,,,East,No
CUST-1058,70.0,M,67.0,month-to-month,77.18,5213.67,5.0,2.0,5.0,Credit Card,fiber optic,West,No
CUST-1736,27.0,F,68.0,Two Year,74.45,5173.63,5.0,10.0,2.0,Credit Card,,East,No
CUST-2333,22.0,male,70.0,Two Year,47.84,3378.37,1.0,3.0,1.0,,Fiber Optic,South,No
CUST-1845,25.0,male,44.0,month-to-month,31.33,1297.24,3.0,8.0,1.0,Credit Card,Fiber Optic,,No
CUST-2214,60.0,F,30.0,One Year,33.01,,4.0,0.0,3.0,Electronic Check,Fiber Optic,West,No
CUST-2455,41.0,female,47.0,One Year,102.76,4882.42,2.0,5.0,3.0,Mailed Check,No,West,No
CUST-1774,,F,9.0,month-to-month,36.3,344.77,3.0,9.0,5.0,,Fiber Optic,East,No
CUST-2259,46.0,F,4.0,month-to-month,70.04,271.42,1.0,13.0,3.0,Bank Transfer,,,No
CUST-1858,37.0,M,36.0,month-to-month,116.85,4252.6,2.0,10.0,2.0,Electronic Check,fiber optic,West,No
CUST-2412,63.0,Male,12.0,Two Year,116.99,1458.08,3.0,9.0,4.0,Bank Transfer,fiber optic,West,No
CUST-1552,72.0,Female,36.0,One Year,83.6,3036.95,4.0,12.0,1.0,Mailed Check,fiber optic,West,No
CUST-1617,29.0,female,20.0,month-to-month,76.51,1462.29,2.0,11.0,2.0,Credit Card,Fiber Optic,West,No
CUST-2200,37.0,male,55.0,month-to-month,104.49,5799.69,2.0,0.0,4.0,Credit Card,Fiber Optic,,No
CUST-2312,32.0,male,37.0,One Year,26.24,983.09,3.0,6.0,4.0,Electronic Check,DSL,North,No
CUST-1756,62.0,female,56.0,month-to-month,66.17,3687.98,4.0,0.0,5.0,Electronic Check,fiber optic,,No
CUST-1233,66.0,F,48.0,Month-to-Month,80.29,3821.05,2.0,3.0,2.0,Electronic Check,,North,Yes
CUST-1910,55.0,male,35.0,One Year,20.91,712.83,5.0,9.0,3.0,Electronic Check,Fiber Optic,,No
CUST-1196,,Male,25.0,One Year,34.26,799.87,1.0,14.0,,Electronic Check,Fiber Optic,West,Yes
CUST-1715,70.0,M,37.0,month-to-month,92.93,3406.5,5.0,2.0,3.0,Credit Card,DSL,West,Yes
CUST-2311,69.0,Female,3.0,One Year,104.74,312.19,3.0,11.0,1.0,Mailed Check,DSL,South,No
CUST-1081,35.0,M,70.0,Two Year,83.41,5823.62,2.0,14.0,5.0,Mailed Check,fiber optic,West,Yes
CUST-2015,71.0,Male,26.0,One Year,37.93,1046.93,1.0,8.0,,Bank Transfer,DSL,West,No
CUST-2036,59.0,M,58.0,month-to-month,25.77,1434.25,2.0,6.0,3.0,Electronic Check,,West,No
CUST-2202,37.0,M,24.0,Month-to-Month,77.67,1830.27,3.0,4.0,4.0,Electronic Check,DSL,,No
CUST-1111,42.0,M,26.0,month-to-month,31.38,790.19,3.0,6.0,3.0,Credit Card,Fiber Optic,,No
CUST-2328,,male,43.0,One Year,34.73,1455.41,3.0,11.0,5.0,Electronic Check,fiber optic,South,No
CUST-1842,45.0,Male,8.0,Two Year,71.87,574.45,3.0,6.0,1.0,,,,No
CUST-2318,56.0,female,33.0,Two Year,113.8,3735.58,1.0,6.0,5.0,Electronic Check,No,South,Yes
CUST-1427,40.0,female,53.0,Two Year,57.73,3110.21,4.0,11.0,5.0,,,North,No
CUST-2317,47.0,Female,41.0,One Year,105.25,4284.75,2.0,12.0,1.0,Credit Card,,East,No
CUST-2435,70.0,M,,One Year,65.83,4044.72,3.0,0.0,4.0,Mailed Check,fiber optic,East,No
CUST-1701,31.0,M,66.0,month-to-month,62.52,4147.17,3.0,10.0,1.0,Electronic Check,,,No
CUST-1310,59.0,male,40.0,Two Year,63.91,2545.95,1.0,10.0,1.0,Electronic Check,,North,No
CUST-1714,53.0,female,,One Year,20.15,925.54,3.0,2.0,4.0,Mailed Check,,North,No
CUST-1433,48.0,male,3.0,One Year,83.27,190.89,2.0,3.0,1.0,Bank Transfer,No,,No
CUST-1806,71.0,male,57.0,month-to-month,82.49,4652.16,4.0,6.0,1.0,Credit Card,DSL,North,No
CUST-1478,40.0,female,33.0,Month-to-Month,48.74,1597.34,1.0,14.0,5.0,Electronic Check,No,South,Yes
CUST-2155,47.0,M,65.0,One Year,110.78,7162.32,5.0,9.0,,Electronic Check,No,South,No
CUST-1978,55.0,female,4.0,One Year,38.56,127.18,5.0,13.0,4.0,,,South,Yes
CUST-2177,32.0,female,58.0,month-to-month,101.49,5889.69,2.0,11.0,4.0,Electronic Check,No,East,No
CUST-1495,,Male,50.0,Month-to-Month,20.99,1076.09,1.0,8.0,2.0,Credit Card,DSL,West,No
CUST-1249,71.0,F,11.0,One Year,45.93,462.25,1.0,10.0,2.0,Electronic Check,DSL,West,Yes
CUST-1451,50.0,male,2.0,Two Year,63.27,87.58,1.0,2.0,4.0,Mailed Check,fiber optic,,No
CUST-1380,72.0,female,11.0,Month-to-Month,80.35,944.15,1.0,5.0,4.0,,fiber optic,East,No
CUST-1904,23.0,Female,60.0,Month-to-Month,94.84,5710.57,5.0,4.0,1.0,Electronic Check,fiber optic,East,No
CUST-1544,62.0,Male,60.0,month-to-month,42.54,2542.51,5.0,3.0,5.0,,Fiber Optic,North,No
CUST-2013,48.0,M,,month-to-month,36.04,1814.71,2.0,13.0,3.0,Mailed Check,Fiber Optic,,Yes
CUST-1847,,female,3.0,Two Year,93.79,253.24,5.0,1.0,3.0,,fiber optic,East,No
CUST-1705,64.0,M,26.0,month-to-month,,601.12,2.0,5.0,3.0,Credit Card,,South,No
CUST-2057,39.0,M,17.0,Two Year,53.72,930.57,4.0,8.0,3.0,Electronic Check,DSL,West,No
CUST-2034,35.0,F,29.0,month-to-month,80.78,2326.17,4.0,5.0,2.0,Mailed Check,No,West,No
CUST-1817,58.0,Male,24.0,month-to-month,82.13,2002.11,3.0,5.0,3.0,,,,No
CUST-1494,32.0,male,8.0,Month-to-Month,79.51,767.76,2.0,6.0,3.0,Bank Transfer,No,,Yes
CUST-1254,18.0,female,4.0,One Year,116.64,450.93,4.0,3.0,3.0,Credit Card,Fiber Optic,,Yes
CUST-1322,29.0,female,53.0,Month-to-Month,92.27,4901.27,4.0,11.0,1.0,,Fiber Optic,East,No
CUST-2289,,Male,57.0,Month-to-Month,55.49,3170.4,4.0,8.0,1.0,Bank Transfer,DSL,East,No
CUST-2227,57.0,female,45.0,Month-to-Month,103.71,4664.83,4.0,2.0,4.0,Bank Transfer,Fiber Optic,,No
CUST-2266,52.0,male,41.0,Month-to-Month,79.93,3272.24,2.0,12.0,5.0,Bank Transfer,fiber optic,South,No
CUST-2466,,female,33.0,Two Year,23.49,831.28,1.0,13.0,3.0,Bank Transfer,fiber optic,South,No
CUST-1987,22.0,female,63.0,One Year,71.5,4535.58,3.0,12.0,3.0,Electronic Check,DSL,North,Yes
CUST-2233,34.0,M,47.0,Two Year,78.1,3689.14,1.0,4.0,1.0,Credit Card,,East,No
CUST-2010,40.0,Female,11.0,Month-to-Month,94.84,,1.0,14.0,5.0,Electronic Check,No,East,No
CUST-2098,68.0,F,10.0,Two Year,26.66,228.58,5.0,2.0,3.0,Electronic Check,,East,No
CUST-1086,53.0,F,34.0,One Year,24.56,741.76,5.0,13.0,1.0,Mailed Check,fiber optic,South,No
CUST-2476,66.0,male,1.0,month-to-month,31.16,69.33,5.0,4.0,3.0,Electronic Check,fiber optic,North,No
CUST-1365,50.0,male,12.0,Two Year,25.02,258.15,4.0,8.0,5.0,Bank Transfer,Fiber Optic,South,No
CUST-1265,72.0,F,54.0,month-to-month,82.34,4411.57,3.0,9.0,,Credit Card,,North,No
CUST-1287,36.0,M,42.0,Month-to-Month,66.27,2747.13,4.0,13.0,3.0,Electronic Check,No,,Yes
CUST-2163,20.0,M,41.0,One Year,99.62,4018.22,5.0,6.0,5.0,,No,East,Yes
CUST-1358,71.0,F,37.0,Month-to-Month,115.51,4208.99,4.0,3.0,4.0,Mailed Check,,West,No
CUST-2347,46.0,male,59.0,Two Year,106.47,6219.42,1.0,9.0,4.0,Bank Transfer,,South,No
CUST-2174,45.0,Male,16.0,Month-to-Month,79.53,1269.54,2.0,2.0,2.0,,Fiber Optic,,Yes
CUST-1901,38.0,male,22.0,month-to-month,20.83,478.87,1.0,13.0,1.0,Electronic Check,Fiber Optic,East,Yes
CUST-1468,53.0,M,46.0,Two Year,49.53,2186.08,1.0,3.0,3.0,Mailed Check,fiber optic,North,No
CUST-2106,74.0,M,22.0,month-to-month,52.12,1205.52,3.0,12.0,3.0,Mailed Check,Fiber Optic,South,No
CUST-1221,50.0,Female,,month-to-month,23.1,,2.0,0.0,1.0,Bank Transfer,Fiber Optic,,No
CUST-1113,26.0,M,21.0,Month-to-Month,70.74,1469.92,2.0,12.0,2.0,Mailed Check,Fiber Optic,,No
CUST-2079,31.0,F,50.0,Month-to-Month,104.33,5131.39,1.0,4.0,5.0,Mailed Check,DSL,West,No
CUST-2471,66.0,Male,28.0,Month-to-Month,22.5,677.35,1.0,10.0,1.0,Mailed Check,DSL,West,Yes
CUST-1174,47.0,female,14.0,One Year,104.56,1539.22,4.0,9.0,2.0,Credit Card,fiber optic,,No
CUST-1288,43.0,Male,9.0,Month-to-Month,118.1,1092.22,4.0,12.0,2.0,Mailed Check,No,North,No
CUST-2187,32.0,F,38.0,Two Year,23.37,879.35,3.0,2.0,1.0,,No,North,No
CUST-2285,68.0,Female,70.0,Two Year,47.7,,3.0,3.0,4.0,Electronic Check,fiber optic,West,No
CUST-2223,27.0,F,18.0,Two Year,96.44,,1.0,1.0,3.0,Bank Transfer,No,North,No
CUST-1018,39.0,female,55.0,month-to-month,50.48,2752.98,2.0,6.0,3.0,Credit Card,,North,No
CUST-1842,45.0,Male,8.0,Two Year,71.87,574.45,3.0,6.0,1.0,,,,No
CUST-1285,37.0,Male,67.0,Month-to-Month,114.4,7679.57,5.0,8.0,5.0,,DSL,East,No
CUST-1938,56.0,Male,6.0,Month-to-Month,81.68,497.22,1.0,0.0,4.0,Credit Card,No,North,No
CUST-1425,38.0,male,46.0,Month-to-Month,,,3.0,8.0,1.0,Electronic Check,,,No
CUST-2244,22.0,M,70.0,month-to-month,72.77,5105.05,5.0,10.0,1.0,Bank Transfer,No,North,No
CUST-1031,42.0,M,34.0,month-to-month,49.72,1698.81,5.0,10.0,4.0,Electronic Check,,West,No
CUST-1893,44.0,female,52.0,One Year,65.03,3446.59,3.0,7.0,,Credit Card,No,North,Yes
CUST-1210,74.0,M,39.0,month-to-month,41.79,,2.0,12.0,5.0,,,,Yes
CUST-1575,65.0,female,14.0,month-to-month,100.7,1381.49,2.0,14.0,1.0,Credit Card,DSL,North,Yes
CUST-1214,20.0,male,62.0,One Year,34.06,2025.03,5.0,7.0,1.0,Credit Card,Fiber Optic,,No
CUST-1585,22.0,female,56.0,One Year,118.12,6644.5,1.0,6.0,4.0,Electronic Check,Fiber Optic,East,No
CUST-1998,51.0,F,21.0,Month-to-Month,70.56,1496.61,2.0,13.0,3.0,Credit Card,No,,Yes
CUST-1479,32.0,male,26.0,One Year,56.78,1418.81,3.0,8.0,5.0,Mailed Check,,,No
CUST-2067,25.0,F,28.0,month-to-month,99.28,2904.92,,14.0,5.0,,DSL,,No
CUST-2220,27.0,F,45.0,month-to-month,85.43,3929.22,1.0,3.0,5.0,,No,East,No
CUST-1810,53.0,F,35.0,month-to-month,21.22,,3.0,14.0,3.0,Electronic Check,Fiber Optic,,No
CUST-1188,45.0,female,3.0,month-to-month,78.22,122.25,1.0,1.0,1.0,Credit Card,No,North,No
CUST-1187,39.0,female,45.0,One Year,51.89,2283.62,3.0,2.0,2.0,Bank Transfer,,,No
CUST-2149,38.0,Female,8.0,Month-to-Month,47.09,448.05,2.0,4.0,1.0,Mailed Check,fiber optic,South,Yes
CUST-2208,31.0,F,60.0,Month-to-Month,100.67,5998.17,5.0,2.0,1.0,Bank Transfer,DSL,South,No
CUST-1147,52.0,M,59.0,month-to-month,114.17,6657.21,4.0,12.0,5.0,Bank Transfer,,East,No
CUST-2469,67.0,F,66.0,Two Year,103.92,6875.64,5.0,11.0,3.0,,No,West,Yes
CUST-2068,66.0,M,51.0,Month-to-Month,26.9,1269.0,2.0,7.0,3.0,,fiber optic,South,No
CUST-1083,61.0,female,42.0,Month-to-Month,45.44,1896.78,2.0,11.0,3.0,Mailed Check,DSL,East,No
CUST-1722,,male,43.0,One Year,50.29,2161.32,3.0,12.0,3.0,Bank Transfer,DSL,,No
CUST-1048,,Female,36.0,One Year,72.14,2593.91,3.0,3.0,2.0,Bank Transfer,,East,No
CUST-2159,41.0,F,21.0,One Year,510.705438259532,,4.0,0.0,,Mailed Check,No,North,No
CUST-1155,22.0,F,62.0,One Year,81.26,5055.67,5.0,8.0,5.0,Mailed Check,DSL,East,No
CUST-1453,60.0,Female,64.0,One Year,40.89,2642.5,2.0,9.0,4.0,Credit Card,fiber optic,South,Yes
CUST-2185,74.0,female,54.0,One Year,23.11,1268.81,1.0,4.0,1.0,Bank Transfer,No,,No
CUST-1989,21.0,female,7.0,Month-to-Month,55.69,444.51,5.0,13.0,5.0,Electronic Check,fiber optic,South,No
CUST-2094,62.0,Female,16.0,One Year,107.74,1843.38,3.0,8.0,1.0,Electronic Check,fiber optic,West,No
CUST-1873,27.0,female,16.0,Month-to-Month,90.66,1427.17,1.0,10.0,1.0,Electronic Check,Fiber Optic,,Yes
CUST-2279,,Female,35.0,month-to-month,116.09,4072.28,1.0,14.0,4.0,Electronic Check,Fiber Optic,East,No
CUST-1336,71.0,Female,32.0,One Year,21.43,780.84,3.0,14.0,2.0,Bank Transfer,DSL,South,No
CUST-2497,,female,46.0,Two Year,,2518.97,4.0,10.0,5.0,Mailed Check,,West,No
CUST-1179,32.0,Male,39.0,Month-to-Month,50.63,1950.85,1.0,9.0,3.0,Mailed Check,No,,No
CUST-2191,,F,57.0,Two Year,23.9,1400.81,3.0,0.0,4.0,Electronic Check,Fiber Optic,West,No
CUST-1950,47.0,F,13.0,month-to-month,86.65,1176.62,1.0,0.0,1.0,Mailed Check,Fiber Optic,West,No
CUST-2490,73.0,Female,14.0,month-to-month,58.73,861.05,2.0,0.0,4.0,Mailed Check,No,North,No
CUST-2255,52.0,Female,21.0,month-to-month,87.75,1918.16,,2.0,2.0,Credit Card,,West,No
CUST-2193,61.0,male,20.0,Two Year,52.3,1086.56,1.0,2.0,4.0,Credit Card,Fiber Optic,,No
CUST-1363,50.0,Female,64.0,One Year,99.45,6503.1,5.0,8.0,4.0,Bank Transfer,No,East,No
CUST-1426,,M,17.0,One Year,110.99,1925.14,1.0,12.0,3.0,Electronic Check,Fiber Optic,West,Yes
CUST-2336,71.0,M,5.0,month-to-month,49.94,302.55,3.0,0.0,5.0,Bank Transfer,fiber optic,North,No
CUST-2247,31.0,male,42.0,Two Year,118.11,4966.24,3.0,14.0,2.0,Credit Card,fiber optic,North,Yes
CUST-1346,57.0,F,46.0,Two Year,81.36,3803.19,5.0,10.0,1.0,Bank Transfer,,,No
CUST-2281,,M,14.0,One Year,68.85,991.95,5.0,8.0,3.0,Mailed Check,,,No
CUST-2288,40.0,male,56.0,One Year,79.28,4399.99,4.0,9.0,5.0,Electronic Check,DSL,,No
CUST-2393,22.0,Male,60.0,One Year,115.14,6863.76,4.0,5.0,5.0,Electronic Check,No,North,No
CUST-1707,70.0,M,66.0,Two Year,72.25,,2.0,11.0,3.0,,DSL,East,Yes
CUST-2344,69.0,Female,40.0,Two Year,100.9,4016.95,4.0,3.0,3.0,Credit Card,fiber optic,,No
CUST-1634,40.0,F,39.0,One Year,86.24,3270.99,1.0,13.0,5.0,Mailed Check,fiber optic,West,No
CUST-1765,53.0,M,1.0,One Year,53.56,168.3,2.0,86.0,2.0,Mailed Check,No,South,Yes
CUST-1679,40.0,Male,31.0,Month-to-Month,69.75,2172.2,4.0,5.0,3.0,Mailed Check,No,South,No
CUST-1243,73.0,Male,43.0,Month-to-Month,75.37,3232.43,2.0,11.0,3.0,Bank Transfer,No,North,No
CUST-1869,22.0,male,16.0,One Year,21.51,358.59,4.0,10.0,5.0,,fiber optic,North,No
CUST-1578,53.0,Female,17.0,One Year,63.28,1005.56,3.0,0.0,4.0,,fiber optic,,No
CUST-2386,57.0,male,36.0,month-to-month,105.98,3897.77,4.0,1.0,3.0,Mailed Check,fiber optic,West,No
CUST-2078,40.0,F,66.0,Two Year,102.14,6763.42,4.0,5.0,2.0,Credit Card,Fiber Optic,East,No
CUST-1962,109.0,female,31.0,month-to-month,49.24,1557.35,5.0,3.0,5.0,Credit Card,,West,No
CUST-1471,18.0,female,,Two Year,93.86,1946.74,3.0,4.0,5.0,,DSL,East,No
CUST-1435,20.0,Female,44.0,Month-to-Month,20.44,850.42,5.0,1.0,1.0,Electronic Check,,North,No
CUST-2475,58.0,Male,20.0,Month-to-Month,92.46,1840.97,4.0,2.0,5.0,Mailed Check,No,East,No
CUST-1588,69.0,female,23.0,One Year,44.2,986.73,1.0,3.0,3.0,Electronic Check,Fiber Optic,South,No
CUST-1308,48.0,female,67.0,Two Year,30.93,2058.0,4.0,3.0,5.0,Electronic Check,fiber optic,East,No
CUST-2299,57.0,M,15.0,month-to-month,106.3,1601.83,1.0,2.0,1.0,Electronic Check,,East,No
CUST-1430,35.0,F,46.0,month-to-month,88.7,4151.49,3.0,3.0,2.0,Mailed Check,No,South,No
CUST-2029,67.0,F,41.0,One Year,44.15,1805.79,1.0,8.0,2.0,Bank Transfer,No,North,No
CUST-1398,50.0,F,22.0,Two Year,97.53,2130.86,5.0,0.0,1.0,,No,North,No
CUST-1423,50.0,F,27.0,Two Year,,2710.48,5.0,10.0,5.0,,DSL,West,Yes
CUST-1370,73.0,male,22.0,One Year,48.1,1044.06,2.0,8.0,1.0,,No,East,No
CUST-1054,31.0,M,69.0,Two Year,110.96,7662.38,3.0,3.0,,Electronic Check,DSL,North,No
CUST-2427,38.0,F,25.0,month-to-month,44.97,1057.04,4.0,7.0,2.0,Credit Card,fiber optic,West,No
CUST-1599,41.0,male,8.0,Two Year,27.31,164.98,2.0,13.0,3.0,Electronic Check,DSL,North,Yes
CUST-1613,50.0,M,61.0,One Year,44.73,2641.9,2.0,8.0,3.0,,,South,No
CUST-1312,24.0,Female,,Two Year,109.31,3591.39,4.0,0.0,2.0,Credit Card,,South,No
CUST-1964,56.0,female,34.0,Two Year,22.19,742.44,1.0,0.0,4.0,Credit Card,fiber optic,South,No
CUST-1997,22.0,female,21.0,Month-to-Month,55.44,1188.64,5.0,0.0,3.0,Electronic Check,Fiber Optic,South,No
CUST-2272,43.0,M,31.0,month-to-month,36.97,1060.66,3.0,5.0,1.0,Electronic Check,No,,No
CUST-1109,62.0,F,53.0,One Year,28.71,1619.49,3.0,14.0,4.0,Mailed Check,,South,No
CUST-1661,41.0,female,68.0,One Year,23.6,1567.34,3.0,14.0,2.0,Mailed Check,Fiber Optic,South,No
CUST-1743,57.0,female,16.0,Two Year,46.53,761.51,1.0,14.0,3.0,,No,North,No
CUST-1100,64.0,M,17.0,month-to-month,23.67,374.61,4.0,8.0,2.0,Credit Card,,North,No
CUST-1538,51.0,Female,61.0,month-to-month,98.52,,5.0,0.0,4.0,Bank Transfer,Fiber Optic,West,No
CUST-1720,62.0,F,70.0,month-to-month,104.84,7263.39,2.0,7.0,3.0,Electronic Check,No,South,Yes
CUST-2430,70.0,female,25.0,One Year,,2621.77,5.0,0.0,2.0,Credit Card,fiber optic,West,Yes
CUST-1266,28.0,M,47.0,One Year,76.94,3686.25,2.0,12.0,4.0,,Fiber Optic,North,Yes
CUST-2046,51.0,Male,,Two Year,89.64,,4.0,4.0,4.0,Bank Transfer,Fiber Optic,South,No
CUST-1296,50.0,female,48.0,Two Year,58.65,2729.18,2.0,12.0,3.0,Credit Card,,East,Yes
